2.495576608448576451e-11,2.495576608448576451e-11,2.495576608448576774e-11,2.495576608448576774e-11,2.495576608448576774e-11,2.495576608448576451e-11,2.495576608448576451e-11,2.495576608448576774e-11,2.495576608448576774e-11,2.495576608448576451e-11,2.495576608448576128e-11,2.495576608448576451e-11,2.495576608448576451e-11,2.495576608448576128e-11,2.495576608448576451e-11
2.495576608448576451e-11,2.495576608448576774e-11,2.495576608448576774e-11,2.495576608448576774e-11,2.495576608448576451e-11,2.495576608448576451e-11,2.495576608448576774e-11,2.495576608448576774e-11,2.495576608448576451e-11,2.495576608448576128e-11,2.495576608448576451e-11,2.495576608448576451e-11,2.495576608448576128e-11,2.495576608448576451e-11,2.495576608448576128e-11
2.495576608448576774e-11,2.495576608448576774e-11,2.495576608448576774e-11,2.495576608448576451e-11,2.495576608448576451e-11,2.495576608448576774e-11,2.495576608448576774e-11,2.495576608448576451e-11,2.495576608448576128e-11,2.495576608448576451e-11,2.495576608448576451e-11,2.495576608448576128e-11,2.495576608448576451e-11,2.495576608448576128e-11,2.495576608448576451e-11
2.495576608448576774e-11,2.495576608448576774e-11,2.495576608448576451e-11,2.495576608448576451e-11,2.495576608448576774e-11,2.495576608448576774e-11,2.495576608448576451e-11,2.495576608448576128e-11,2.495576608448576451e-11,2.495576608448576451e-11,2.495576608448576128e-11,2.495576608448576451e-11,2.495576608448576128e-11,2.495576608448576451e-11,2.495576608448576451e-11
2.495576608448576774e-11,2.495576608448576451e-11,2.495576608448576451e-11,2.495576608448576774e-11,2.495576608448576774e-11,2.495576608448576451e-11,2.495576608448576128e-11,2.495576608448576451e-11,2.495576608448576451e-11,2.495576608448576128e-11,2.495576608448576451e-11,2.495576608448576128e-11,2.495576608448576451e-11,2.495576608448576451e-11,2.495576608448576128e-11
2.495576608448576451e-11,2.495576608448576451e-11,2.495576608448576774e-11,2.495576608448576774e-11,2.495576608448576451e-11,2.495576608448576128e-11,2.495576608448576451e-11,2.495576608448576451e-11,2.495576608448576128e-11,2.495576608448576451e-11,2.495576608448576128e-11,2.495576608448576451e-11,2.495576608448576451e-11,2.495576608448576128e-11,2.495576608448576774e-11
2.495576608448576451e-11,2.495576608448576774e-11,2.495576608448576774e-11,2.495576608448576451e-11,2.495576608448576128e-11,2.495576608448576451e-11,2.495576608448576451e-11,2.495576608448576128e-11,2.495576608448576451e-11,2.495576608448576128e-11,2.495576608448576451e-11,2.495576608448576451e-11,2.495576608448576128e-11,2.495576608448576774e-11,2.495576608448576451e-11
2.495576608448576774e-11,2.495576608448576774e-11,2.495576608448576451e-11,2.495576608448576128e-11,2.495576608448576451e-11,2.495576608448576451e-11,2.495576608448576128e-11,2.495576608448576451e-11,2.495576608448576128e-11,2.495576608448576451e-11,2.495576608448576451e-11,2.495576608448576128e-11,2.495576608448576774e-11,2.495576608448576451e-11,2.495576608448576451e-11
2.495576608448576774e-11,2.495576608448576451e-11,2.495576608448576128e-11,2.495576608448576451e-11,2.495576608448576451e-11,2.495576608448576128e-11,2.495576608448576451e-11,2.495576608448576128e-11,2.495576608448576451e-11,2.495576608448576451e-11,2.495576608448576128e-11,2.495576608448576774e-11,2.495576608448576451e-11,2.495576608448576451e-11,2.495576608448576451e-11
2.495576608448576451e-11,2.495576608448576128e-11,2.495576608448576451e-11,2.495576608448576451e-11,2.495576608448576128e-11,2.495576608448576451e-11,2.495576608448576128e-11,2.495576608448576451e-11,2.495576608448576451e-11,2.495576608448576128e-11,2.495576608448576774e-11,2.495576608448576451e-11,2.495576608448576451e-11,2.495576608448576451e-11,2.495576608448576128e-11
2.495576608448576128e-11,2.495576608448576451e-11,2.495576608448576451e-11,2.495576608448576128e-11,2.495576608448576451e-11,2.495576608448576128e-11,2.495576608448576451e-11,2.495576608448576451e-11,2.495576608448576128e-11,2.495576608448576774e-11,2.495576608448576451e-11,2.495576608448576451e-11,2.495576608448576451e-11,2.495576608448576128e-11,2.495576608448576451e-11
2.495576608448576451e-11,2.495576608448576451e-11,2.495576608448576128e-11,2.495576608448576451e-11,2.495576608448576128e-11,2.495576608448576451e-11,2.495576608448576451e-11,2.495576608448576128e-11,2.495576608448576774e-11,2.495576608448576451e-11,2.495576608448576451e-11,2.495576608448576451e-11,2.495576608448576128e-11,2.495576608448576451e-11,2.495576608448576451e-11
2.495576608448576451e-11,2.495576608448576128e-11,2.495576608448576451e-11,2.495576608448576128e-11,2.495576608448576451e-11,2.495576608448576451e-11,2.495576608448576128e-11,2.495576608448576774e-11,2.495576608448576451e-11,2.495576608448576451e-11,2.495576608448576451e-11,2.495576608448576128e-11,2.495576608448576451e-11,2.495576608448576451e-11,2.495576608448576451e-11
2.495576608448576128e-11,2.495576608448576451e-11,2.495576608448576128e-11,2.495576608448576451e-11,2.495576608448576451e-11,2.495576608448576128e-11,2.495576608448576774e-11,2.495576608448576451e-11,2.495576608448576451e-11,2.495576608448576451e-11,2.495576608448576128e-11,2.495576608448576451e-11,2.495576608448576451e-11,2.495576608448576451e-11,2.495576608448576451e-11
2.495576608448576451e-11,2.495576608448576128e-11,2.495576608448576451e-11,2.495576608448576451e-11,2.495576608448576128e-11,2.495576608448576774e-11,2.495576608448576451e-11,2.495576608448576451e-11,2.495576608448576451e-11,2.495576608448576128e-11,2.495576608448576451e-11,2.495576608448576451e-11,2.495576608448576451e-11,2.495576608448576451e-11,2.495576608448576774e-11
