1.114403094377692504e-11,1.114403094377692665e-11,1.114403094377692504e-11,1.114403094377692504e-11,1.114403094377692504e-11,1.114403094377692504e-11,1.114403094377692504e-11,1.114403094377692504e-11,1.114403094377692665e-11,1.114403094377692504e-11,1.114403094377692504e-11,1.114403094377692342e-11,1.114403094377692665e-11,1.114403094377692504e-11,1.114403094377692665e-11
1.114403094377692665e-11,1.114403094377692504e-11,1.114403094377692504e-11,1.114403094377692504e-11,1.114403094377692504e-11,1.114403094377692504e-11,1.114403094377692504e-11,1.114403094377692665e-11,1.114403094377692504e-11,1.114403094377692504e-11,1.114403094377692342e-11,1.114403094377692665e-11,1.114403094377692504e-11,1.114403094377692665e-11,1.114403094377692665e-11
1.114403094377692504e-11,1.114403094377692504e-11,1.114403094377692504e-11,1.114403094377692504e-11,1.114403094377692504e-11,1.114403094377692504e-11,1.114403094377692665e-11,1.114403094377692504e-11,1.114403094377692504e-11,1.114403094377692342e-11,1.114403094377692665e-11,1.114403094377692504e-11,1.114403094377692665e-11,1.114403094377692665e-11,1.114403094377692504e-11
1.114403094377692504e-11,1.114403094377692504e-11,1.114403094377692504e-11,1.114403094377692504e-11,1.114403094377692504e-11,1.114403094377692665e-11,1.114403094377692504e-11,1.114403094377692504e-11,1.114403094377692342e-11,1.114403094377692665e-11,1.114403094377692504e-11,1.114403094377692665e-11,1.114403094377692665e-11,1.114403094377692504e-11,1.114403094377692504e-11
1.114403094377692504e-11,1.114403094377692504e-11,1.114403094377692504e-11,1.114403094377692504e-11,1.114403094377692665e-11,1.114403094377692504e-11,1.114403094377692504e-11,1.114403094377692342e-11,1.114403094377692665e-11,1.114403094377692504e-11,1.114403094377692665e-11,1.114403094377692665e-11,1.114403094377692504e-11,1.114403094377692504e-11,1.114403094377692665e-11
1.114403094377692504e-11,1.114403094377692504e-11,1.114403094377692504e-11,1.114403094377692665e-11,1.114403094377692504e-11,1.114403094377692504e-11,1.114403094377692342e-11,1.114403094377692665e-11,1.114403094377692504e-11,1.114403094377692665e-11,1.114403094377692665e-11,1.114403094377692504e-11,1.114403094377692504e-11,1.114403094377692665e-11,1.114403094377692504e-11
1.114403094377692504e-11,1.114403094377692504e-11,1.114403094377692665e-11,1.114403094377692504e-11,1.114403094377692504e-11,1.114403094377692342e-11,1.114403094377692665e-11,1.114403094377692504e-11,1.114403094377692665e-11,1.114403094377692665e-11,1.114403094377692504e-11,1.114403094377692504e-11,1.114403094377692665e-11,1.114403094377692504e-11,1.114403094377692504e-11
1.114403094377692504e-11,1.114403094377692665e-11,1.114403094377692504e-11,1.114403094377692504e-11,1.114403094377692342e-11,1.114403094377692665e-11,1.114403094377692504e-11,1.114403094377692665e-11,1.114403094377692665e-11,1.114403094377692504e-11,1.114403094377692504e-11,1.114403094377692665e-11,1.114403094377692504e-11,1.114403094377692504e-11,1.114403094377692342e-11
1.114403094377692665e-11,1.114403094377692504e-11,1.114403094377692504e-11,1.114403094377692342e-11,1.114403094377692665e-11,1.114403094377692504e-11,1.114403094377692665e-11,1.114403094377692665e-11,1.114403094377692504e-11,1.114403094377692504e-11,1.114403094377692665e-11,1.114403094377692504e-11,1.114403094377692504e-11,1.114403094377692342e-11,1.114403094377692342e-11
1.114403094377692504e-11,1.114403094377692504e-11,1.114403094377692342e-11,1.114403094377692665e-11,1.114403094377692504e-11,1.114403094377692665e-11,1.114403094377692665e-11,1.114403094377692504e-11,1.114403094377692504e-11,1.114403094377692665e-11,1.114403094377692504e-11,1.114403094377692504e-11,1.114403094377692342e-11,1.114403094377692342e-11,1.114403094377692504e-11
1.114403094377692504e-11,1.114403094377692342e-11,1.114403094377692665e-11,1.114403094377692504e-11,1.114403094377692665e-11,1.114403094377692665e-11,1.114403094377692504e-11,1.114403094377692504e-11,1.114403094377692665e-11,1.114403094377692504e-11,1.114403094377692504e-11,1.114403094377692342e-11,1.114403094377692342e-11,1.114403094377692504e-11,1.114403094377692504e-11
1.114403094377692342e-11,1.114403094377692665e-11,1.114403094377692504e-11,1.114403094377692665e-11,1.114403094377692665e-11,1.114403094377692504e-11,1.114403094377692504e-11,1.114403094377692665e-11,1.114403094377692504e-11,1.114403094377692504e-11,1.114403094377692342e-11,1.114403094377692342e-11,1.114403094377692504e-11,1.114403094377692504e-11,1.114403094377692504e-11
1.114403094377692665e-11,1.114403094377692504e-11,1.114403094377692665e-11,1.114403094377692665e-11,1.114403094377692504e-11,1.114403094377692504e-11,1.114403094377692665e-11,1.114403094377692504e-11,1.114403094377692504e-11,1.114403094377692342e-11,1.114403094377692342e-11,1.114403094377692504e-11,1.114403094377692504e-11,1.114403094377692504e-11,1.114403094377692342e-11
1.114403094377692504e-11,1.114403094377692665e-11,1.114403094377692665e-11,1.114403094377692504e-11,1.114403094377692504e-11,1.114403094377692665e-11,1.114403094377692504e-11,1.114403094377692504e-11,1.114403094377692342e-11,1.114403094377692342e-11,1.114403094377692504e-11,1.114403094377692504e-11,1.114403094377692504e-11,1.114403094377692342e-11,1.114403094377692504e-11
1.114403094377692665e-11,1.114403094377692665e-11,1.114403094377692504e-11,1.114403094377692504e-11,1.114403094377692665e-11,1.114403094377692504e-11,1.114403094377692504e-11,1.114403094377692342e-11,1.114403094377692342e-11,1.114403094377692504e-11,1.114403094377692504e-11,1.114403094377692504e-11,1.114403094377692342e-11,1.114403094377692504e-11,1.114403094377692342e-11
